PassengerId,Perished,Pclass,Sex,Age,SibSp,Parch,Fare,HasCabin,Embarked_Q,Embarked_S,FamilySize,IsAlone,AgeGroup,FareGroup,Title
1,1.0,3,0,22.0,1,0,7.25,0,False,True,2,0,2,0,0
2,0.0,1,1,38.0,1,0,71.2833,1,False,False,2,0,3,3,1
3,0.0,3,1,26.0,0,0,7.925,0,False,True,1,1,2,1,1
4,0.0,1,1,35.0,1,0,53.1,1,False,True,2,0,2,3,1
5,1.0,3,0,35.0,0,0,8.05,0,False,True,1,1,2,1,0
6,1.0,3,0,28.0,0,0,8.4583,0,True,False,1,1,2,1,0
7,1.0,1,0,54.0,0,0,51.8625,1,False,True,1,1,3,3,0
8,1.0,3,0,2.0,3,1,21.075,0,False,True,5,0,0,2,2
9,0.0,3,1,27.0,0,2,11.1333,0,False,True,3,0,2,1,1
10,0.0,2,1,14.0,1,0,30.0708,0,False,False,2,0,1,2,1
11,0.0,3,1,4.0,1,1,16.7,1,False,True,3,0,0,2,1
12,0.0,1,1,58.0,0,0,26.55,1,False,True,1,1,3,2,1
13,1.0,3,0,20.0,0,0,8.05,0,False,True,1,1,2,1,0
14,1.0,3,0,39.0,1,5,31.275,0,False,True,7,0,3,2,0
15,1.0,3,1,14.0,0,0,7.8542,0,False,True,1,1,1,0,1
16,0.0,2,1,55.0,0,0,16.0,0,False,True,1,1,3,2,1
17,1.0,3,0,2.0,4,1,29.125,0,True,False,6,0,0,2,2
18,0.0,2,0,28.0,0,0,13.0,0,False,True,1,1,2,1,0
19,1.0,3,1,31.0,1,0,18.0,0,False,True,2,0,2,2,1
20,0.0,3,1,28.0,0,0,7.225,0,False,False,1,1,2,0,1
21,1.0,2,0,35.0,0,0,26.0,0,False,True,1,1,2,2,0
22,0.0,2,0,34.0,0,0,13.0,1,False,True,1,1,2,1,0
23,0.0,3,1,15.0,0,0,8.0292,0,True,False,1,1,1,1,1
24,0.0,1,0,28.0,0,0,35.5,1,False,True,1,1,2,3,0
25,1.0,3,1,8.0,3,1,21.075,0,False,True,5,0,0,2,1
26,0.0,3,1,38.0,1,5,31.3875,0,False,True,7,0,3,3,1
27,1.0,3,0,28.0,0,0,7.225,0,False,False,1,1,2,0,0
28,1.0,1,0,19.0,3,2,263.0,1,False,True,6,0,2,3,0
29,0.0,3,1,28.0,0,0,7.8792,0,True,False,1,1,2,0,1
30,1.0,3,0,28.0,0,0,7.8958,0,False,True,1,1,2,0,0
31,1.0,1,0,40.0,0,0,27.7208,0,False,False,1,1,3,2,3
32,0.0,1,1,28.0,1,0,146.5208,1,False,False,2,0,2,3,1
33,0.0,3,1,28.0,0,0,7.75,0,True,False,1,1,2,0,1
34,1.0,2,0,66.0,0,0,10.5,0,False,True,1,1,4,1,0
35,1.0,1,0,28.0,1,0,82.1708,0,False,False,2,0,2,3,0
36,1.0,1,0,42.0,1,0,52.0,0,False,True,2,0,3,3,0
37,0.0,3,0,28.0,0,0,7.2292,0,False,False,1,1,2,0,0
38,1.0,3,0,21.0,0,0,8.05,0,False,True,1,1,2,1,0
39,1.0,3,1,18.0,2,0,18.0,0,False,True,3,0,1,2,1
40,0.0,3,1,14.0,1,0,11.2417,0,False,False,2,0,1,1,1
41,1.0,3,1,40.0,1,0,9.475,0,False,True,2,0,3,1,1
42,1.0,2,1,27.0,1,0,21.0,0,False,True,2,0,2,2,1
43,1.0,3,0,28.0,0,0,7.8958,0,False,False,1,1,2,0,0
44,0.0,2,1,3.0,1,2,41.5792,0,False,False,4,0,0,3,1
45,0.0,3,1,19.0,0,0,7.8792,0,True,False,1,1,2,0,1
46,1.0,3,0,28.0,0,0,8.05,0,False,True,1,1,2,1,0
47,1.0,3,0,28.0,1,0,15.5,0,True,False,2,0,2,2,0
48,0.0,3,1,28.0,0,0,7.75,0,True,False,1,1,2,0,1
49,1.0,3,0,28.0,2,0,21.6792,0,False,False,3,0,2,2,0
50,1.0,3,1,18.0,1,0,17.8,0,False,True,2,0,1,2,1
51,1.0,3,0,7.0,4,1,39.6875,0,False,True,6,0,0,3,2
52,1.0,3,0,21.0,0,0,7.8,0,False,True,1,1,2,0,0
53,0.0,1,1,49.0,1,0,76.7292,1,False,False,2,0,3,3,1
54,0.0,2,1,29.0,1,0,26.0,0,False,True,2,0,2,2,1
55,1.0,1,0,65.0,0,1,61.9792,1,False,False,2,0,4,3,0
56,0.0,1,0,28.0,0,0,35.5,1,False,True,1,1,2,3,0
57,0.0,2,1,21.0,0,0,10.5,0,False,True,1,1,2,1,1
58,1.0,3,0,28.5,0,0,7.2292,0,False,False,1,1,2,0,0
59,0.0,2,1,5.0,1,2,27.75,0,False,True,4,0,0,2,1
60,1.0,3,0,11.0,5,2,46.9,0,False,True,8,0,0,3,2
61,1.0,3,0,22.0,0,0,7.2292,0,False,False,1,1,2,0,0
62,0.0,1,1,38.0,0,0,80.0,1,False,True,1,1,3,3,1
63,1.0,1,0,45.0,1,0,83.475,1,False,True,2,0,3,3,0
64,1.0,3,0,4.0,3,2,27.9,0,False,True,6,0,0,2,2
65,1.0,1,0,28.0,0,0,27.7208,0,False,False,1,1,2,2,0
66,0.0,3,0,28.0,1,1,15.2458,0,False,False,3,0,2,2,2
67,0.0,2,1,29.0,0,0,10.5,1,False,True,1,1,2,1,1
68,1.0,3,0,19.0,0,0,8.1583,0,False,True,1,1,2,1,0
69,0.0,3,1,17.0,4,2,7.925,0,False,True,7,0,1,1,1
70,1.0,3,0,26.0,2,0,8.6625,0,False,True,3,0,2,1,0
71,1.0,2,0,32.0,0,0,10.5,0,False,True,1,1,2,1,0
72,1.0,3,1,16.0,5,2,46.9,0,False,True,8,0,1,3,1
73,1.0,2,0,21.0,0,0,73.5,0,False,True,1,1,2,3,0
74,1.0,3,0,26.0,1,0,14.4542,0,False,False,2,0,2,1,0
75,0.0,3,0,32.0,0,0,56.4958,0,False,True,1,1,2,3,0
76,1.0,3,0,25.0,0,0,7.65,1,False,True,1,1,2,0,0
77,1.0,3,0,28.0,0,0,7.8958,0,False,True,1,1,2,0,0
78,1.0,3,0,28.0,0,0,8.05,0,False,True,1,1,2,1,0
79,0.0,2,0,0.83,0,2,29.0,0,False,True,3,0,0,2,2
80,0.0,3,1,30.0,0,0,12.475,0,False,True,1,1,2,1,1
81,1.0,3,0,22.0,0,0,9.0,0,False,True,1,1,2,1,0
82,0.0,3,0,29.0,0,0,9.5,0,False,True,1,1,2,1,0
83,0.0,3,1,28.0,0,0,7.7875,0,True,False,1,1,2,0,1
84,1.0,1,0,28.0,0,0,47.1,0,False,True,1,1,2,3,0
85,0.0,2,1,17.0,0,0,10.5,0,False,True,1,1,1,1,1
86,0.0,3,1,33.0,3,0,15.85,0,False,True,4,0,2,2,1
87,1.0,3,0,16.0,1,3,34.375,0,False,True,5,0,1,3,0
88,1.0,3,0,28.0,0,0,8.05,0,False,True,1,1,2,1,0
89,0.0,1,1,23.0,3,2,263.0,1,False,True,6,0,2,3,1
90,1.0,3,0,24.0,0,0,8.05,0,False,True,1,1,2,1,0
91,1.0,3,0,29.0,0,0,8.05,0,False,True,1,1,2,1,0
92,1.0,3,0,20.0,0,0,7.8542,0,False,True,1,1,2,0,0
93,1.0,1,0,46.0,1,0,61.175,1,False,True,2,0,3,3,0
94,1.0,3,0,26.0,1,2,20.575,0,False,True,4,0,2,2,0
95,1.0,3,0,59.0,0,0,7.25,0,False,True,1,1,3,0,0
96,1.0,3,0,28.0,0,0,8.05,0,False,True,1,1,2,1,0
97,1.0,1,0,71.0,0,0,34.6542,1,False,False,1,1,4,3,0
98,0.0,1,0,23.0,0,1,63.3583,1,False,False,2,0,2,3,0
99,0.0,2,1,34.0,0,1,23.0,0,False,True,2,0,2,2,1
100,1.0,2,0,34.0,1,0,26.0,0,False,True,2,0,2,2,0
101,1.0,3,1,28.0,0,0,7.8958,0,False,True,1,1,2,0,1
102,1.0,3,0,28.0,0,0,7.8958,0,False,True,1,1,2,0,0
103,1.0,1,0,21.0,0,1,77.2875,1,False,True,2,0,2,3,0
104,1.0,3,0,33.0,0,0,8.6542,0,False,True,1,1,2,1,0
105,1.0,3,0,37.0,2,0,7.925,0,False,True,3,0,3,1,0
106,1.0,3,0,28.0,0,0,7.8958,0,False,True,1,1,2,0,0
107,0.0,3,1,21.0,0,0,7.65,0,False,True,1,1,2,0,1
108,0.0,3,0,28.0,0,0,7.775,0,False,True,1,1,2,0,0
109,1.0,3,0,38.0,0,0,7.8958,0,False,True,1,1,3,0,0
110,0.0,3,1,28.0,1,0,24.15,0,True,False,2,0,2,2,1
111,1.0,1,0,47.0,0,0,52.0,1,False,True,1,1,3,3,0
112,1.0,3,1,14.5,1,0,14.4542,0,False,False,2,0,1,1,1
113,1.0,3,0,22.0,0,0,8.05,0,False,True,1,1,2,1,0
114,1.0,3,1,20.0,1,0,9.825,0,False,True,2,0,2,1,1
115,1.0,3,1,17.0,0,0,14.4583,0,False,False,1,1,1,2,1
116,1.0,3,0,21.0,0,0,7.925,0,False,True,1,1,2,1,0
117,1.0,3,0,70.5,0,0,7.75,0,True,False,1,1,4,0,0
118,1.0,2,0,29.0,1,0,21.0,0,False,True,2,0,2,2,0
119,1.0,1,0,24.0,0,1,247.5208,1,False,False,2,0,2,3,0
120,1.0,3,1,2.0,4,2,31.275,0,False,True,7,0,0,2,1
121,1.0,2,0,21.0,2,0,73.5,0,False,True,3,0,2,3,0
122,1.0,3,0,28.0,0,0,8.05,0,False,True,1,1,2,1,0
123,1.0,2,0,32.5,1,0,30.0708,0,False,False,2,0,2,2,0
124,0.0,2,1,32.5,0,0,13.0,1,False,True,1,1,2,1,1
125,1.0,1,0,54.0,0,1,77.2875,1,False,True,2,0,3,3,0
126,0.0,3,0,12.0,1,0,11.2417,0,False,False,2,0,0,1,2
127,1.0,3,0,28.0,0,0,7.75,0,True,False,1,1,2,0,0
128,0.0,3,0,24.0,0,0,7.1417,0,False,True,1,1,2,0,0
129,0.0,3,1,28.0,1,1,22.3583,1,False,False,3,0,2,2,1
130,1.0,3,0,45.0,0,0,6.975,0,False,True,1,1,3,0,0
131,1.0,3,0,33.0,0,0,7.8958,0,False,False,1,1,2,0,0
132,1.0,3,0,20.0,0,0,7.05,0,False,True,1,1,2,0,0
133,1.0,3,1,47.0,1,0,14.5,0,False,True,2,0,3,2,1
134,0.0,2,1,29.0,1,0,26.0,0,False,True,2,0,2,2,1
135,1.0,2,0,25.0,0,0,13.0,0,False,True,1,1,2,1,0
136,1.0,2,0,23.0,0,0,15.0458,0,False,False,1,1,2,2,0
137,0.0,1,1,19.0,0,2,26.2833,1,False,True,3,0,2,2,1
138,1.0,1,0,37.0,1,0,53.1,1,False,True,2,0,3,3,0
139,1.0,3,0,16.0,0,0,9.2167,0,False,True,1,1,1,1,0
140,1.0,1,0,24.0,0,0,79.2,1,False,False,1,1,2,3,0
141,1.0,3,1,28.0,0,2,15.2458,0,False,False,3,0,2,2,1
142,0.0,3,1,22.0,0,0,7.75,0,False,True,1,1,2,0,1
143,0.0,3,1,24.0,1,0,15.85,0,False,True,2,0,2,2,1
144,1.0,3,0,19.0,0,0,6.75,0,True,False,1,1,2,0,0
145,1.0,2,0,18.0,0,0,11.5,0,False,True,1,1,1,1,0
146,1.0,2,0,19.0,1,1,36.75,0,False,True,3,0,2,3,0
147,0.0,3,0,27.0,0,0,7.7958,0,False,True,1,1,2,0,0
148,1.0,3,1,9.0,2,2,34.375,0,False,True,5,0,0,3,1
149,1.0,2,0,36.5,0,2,26.0,1,False,True,3,0,3,2,0
150,1.0,2,0,42.0,0,0,13.0,0,False,True,1,1,3,1,3
151,1.0,2,0,51.0,0,0,12.525,0,False,True,1,1,3,1,3
152,0.0,1,1,22.0,1,0,66.6,1,False,True,2,0,2,3,1
153,1.0,3,0,55.5,0,0,8.05,0,False,True,1,1,3,1,0
154,1.0,3,0,40.5,0,2,14.5,0,False,True,3,0,3,2,0
155,1.0,3,0,28.0,0,0,7.3125,0,False,True,1,1,2,0,0
156,1.0,1,0,51.0,0,1,61.3792,0,False,False,2,0,3,3,0
157,0.0,3,1,16.0,0,0,7.7333,0,True,False,1,1,1,0,1
158,1.0,3,0,30.0,0,0,8.05,0,False,True,1,1,2,1,0
159,1.0,3,0,28.0,0,0,8.6625,0,False,True,1,1,2,1,0
160,1.0,3,0,28.0,8,2,69.55,0,False,True,11,0,2,3,2
161,1.0,3,0,44.0,0,1,16.1,0,False,True,2,0,3,2,0
162,0.0,2,1,40.0,0,0,15.75,0,False,True,1,1,3,2,1
163,1.0,3,0,26.0,0,0,7.775,0,False,True,1,1,2,0,0
164,1.0,3,0,17.0,0,0,8.6625,0,False,True,1,1,1,1,0
165,1.0,3,0,1.0,4,1,39.6875,0,False,True,6,0,0,3,2
166,0.0,3,0,9.0,0,2,20.525,0,False,True,3,0,0,2,2
167,0.0,1,1,28.0,0,1,55.0,1,False,True,2,0,2,3,1
168,1.0,3,1,45.0,1,4,27.9,0,False,True,6,0,3,2,1
169,1.0,1,0,28.0,0,0,25.925,0,False,True,1,1,2,2,0
170,1.0,3,0,28.0,0,0,56.4958,0,False,True,1,1,2,3,0
171,1.0,1,0,61.0,0,0,33.5,1,False,True,1,1,4,3,0
172,1.0,3,0,4.0,4,1,29.125,0,True,False,6,0,0,2,2
173,0.0,3,1,1.0,1,1,11.1333,0,False,True,3,0,0,1,1
174,1.0,3,0,21.0,0,0,7.925,0,False,True,1,1,2,1,0
175,1.0,1,0,56.0,0,0,30.6958,1,False,False,1,1,3,2,0
176,1.0,3,0,18.0,1,1,7.8542,0,False,True,3,0,1,0,0
177,1.0,3,0,28.0,3,1,25.4667,0,False,True,5,0,2,2,2
178,1.0,1,1,50.0,0,0,28.7125,1,False,False,1,1,3,2,1
179,1.0,2,0,30.0,0,0,13.0,0,False,True,1,1,2,1,0
180,1.0,3,0,36.0,0,0,0.0,0,False,True,1,1,3,0,0
181,1.0,3,1,28.0,8,2,69.55,0,False,True,11,0,2,3,1
182,1.0,2,0,28.0,0,0,15.05,0,False,False,1,1,2,2,0
183,1.0,3,0,9.0,4,2,31.3875,0,False,True,7,0,0,3,2
184,0.0,2,0,1.0,2,1,39.0,1,False,True,4,0,0,3,2
185,0.0,3,1,4.0,0,2,22.025,0,False,True,3,0,0,2,1
186,1.0,1,0,28.0,0,0,50.0,1,False,True,1,1,2,3,0
187,0.0,3,1,28.0,1,0,15.5,0,True,False,2,0,2,2,1
188,0.0,1,0,45.0,0,0,26.55,0,False,True,1,1,3,2,0
189,1.0,3,0,40.0,1,1,15.5,0,True,False,3,0,3,2,0
190,1.0,3,0,36.0,0,0,7.8958,0,False,True,1,1,3,0,0
191,0.0,2,1,32.0,0,0,13.0,0,False,True,1,1,2,1,1
192,1.0,2,0,19.0,0,0,13.0,0,False,True,1,1,2,1,0
193,0.0,3,1,19.0,1,0,7.8542,0,False,True,2,0,2,0,1
194,0.0,2,0,3.0,1,1,26.0,1,False,True,3,0,0,2,2
195,0.0,1,1,44.0,0,0,27.7208,1,False,False,1,1,3,2,1
196,0.0,1,1,58.0,0,0,146.5208,1,False,False,1,1,3,3,1
197,1.0,3,0,28.0,0,0,7.75,0,True,False,1,1,2,0,0
198,1.0,3,0,42.0,0,1,8.4042,0,False,True,2,0,3,1,0
199,0.0,3,1,28.0,0,0,7.75,0,True,False,1,1,2,0,1
200,1.0,2,1,24.0,0,0,13.0,0,False,True,1,1,2,1,1
201,1.0,3,0,28.0,0,0,9.5,0,False,True,1,1,2,1,0
202,1.0,3,0,28.0,8,2,69.55,0,False,True,11,0,2,3,0
203,1.0,3,0,34.0,0,0,6.4958,0,False,True,1,1,2,0,0
204,1.0,3,0,45.5,0,0,7.225,0,False,False,1,1,3,0,0
205,0.0,3,0,18.0,0,0,8.05,0,False,True,1,1,1,1,0
206,1.0,3,1,2.0,0,1,10.4625,1,False,True,2,0,0,1,1
207,1.0,3,0,32.0,1,0,15.85,0,False,True,2,0,2,2,0
208,0.0,3,0,26.0,0,0,18.7875,0,False,False,1,1,2,2,0
209,0.0,3,1,16.0,0,0,7.75,0,True,False,1,1,1,0,1
210,0.0,1,0,40.0,0,0,31.0,1,False,False,1,1,3,2,0
211,1.0,3,0,24.0,0,0,7.05,0,False,True,1,1,2,0,0
212,0.0,2,1,35.0,0,0,21.0,0,False,True,1,1,2,2,1
213,1.0,3,0,22.0,0,0,7.25,0,False,True,1,1,2,0,0
214,1.0,2,0,30.0,0,0,13.0,0,False,True,1,1,2,1,0
215,1.0,3,0,28.0,1,0,7.75,0,True,False,2,0,2,0,0
216,0.0,1,1,31.0,1,0,113.275,1,False,False,2,0,2,3,1
217,0.0,3,1,27.0,0,0,7.925,0,False,True,1,1,2,1,1
218,1.0,2,0,42.0,1,0,27.0,0,False,True,2,0,3,2,0
219,0.0,1,1,32.0,0,0,76.2917,1,False,False,1,1,2,3,1
220,1.0,2,0,30.0,0,0,10.5,0,False,True,1,1,2,1,0
221,0.0,3,0,16.0,0,0,8.05,0,False,True,1,1,1,1,0
222,1.0,2,0,27.0,0,0,13.0,0,False,True,1,1,2,1,0
223,1.0,3,0,51.0,0,0,8.05,0,False,True,1,1,3,1,0
224,1.0,3,0,28.0,0,0,7.8958,0,False,True,1,1,2,0,0
225,0.0,1,0,38.0,1,0,90.0,1,False,True,2,0,3,3,0
226,1.0,3,0,22.0,0,0,9.35,0,False,True,1,1,2,1,0
227,0.0,2,0,19.0,0,0,10.5,0,False,True,1,1,2,1,0
228,1.0,3,0,20.5,0,0,7.25,0,False,True,1,1,2,0,0
229,1.0,2,0,18.0,0,0,13.0,0,False,True,1,1,1,1,0
230,1.0,3,1,28.0,3,1,25.4667,0,False,True,5,0,2,2,1
231,0.0,1,1,35.0,1,0,83.475,1,False,True,2,0,2,3,1
232,1.0,3,0,29.0,0,0,7.775,0,False,True,1,1,2,0,0
233,1.0,2,0,59.0,0,0,13.5,0,False,True,1,1,3,1,0
234,0.0,3,1,5.0,4,2,31.3875,0,False,True,7,0,0,3,1
235,1.0,2,0,24.0,0,0,10.5,0,False,True,1,1,2,1,0
236,1.0,3,1,28.0,0,0,7.55,0,False,True,1,1,2,0,1
237,1.0,2,0,44.0,1,0,26.0,0,False,True,2,0,3,2,0
238,0.0,2,1,8.0,0,2,26.25,0,False,True,3,0,0,2,1
239,1.0,2,0,19.0,0,0,10.5,0,False,True,1,1,2,1,0
240,1.0,2,0,33.0,0,0,12.275,0,False,True,1,1,2,1,0
241,1.0,3,1,28.0,1,0,14.4542,0,False,False,2,0,2,1,1
242,0.0,3,1,28.0,1,0,15.5,0,True,False,2,0,2,2,1
243,1.0,2,0,29.0,0,0,10.5,0,False,True,1,1,2,1,0
244,1.0,3,0,22.0,0,0,7.125,0,False,True,1,1,2,0,0
245,1.0,3,0,30.0,0,0,7.225,0,False,False,1,1,2,0,0
246,1.0,1,0,44.0,2,0,90.0,1,True,False,3,0,3,3,3
247,1.0,3,1,25.0,0,0,7.775,0,False,True,1,1,2,0,1
248,0.0,2,1,24.0,0,2,14.5,0,False,True,3,0,2,2,1
249,0.0,1,0,37.0,1,1,52.5542,1,False,True,3,0,3,3,0
250,1.0,2,0,54.0,1,0,26.0,0,False,True,2,0,3,2,3
251,1.0,3,0,28.0,0,0,7.25,0,False,True,1,1,2,0,0
252,1.0,3,1,29.0,1,1,10.4625,1,False,True,3,0,2,1,1
253,1.0,1,0,62.0,0,0,26.55,1,False,True,1,1,4,2,0
254,1.0,3,0,30.0,1,0,16.1,0,False,True,2,0,2,2,0
255,1.0,3,1,41.0,0,2,20.2125,0,False,True,3,0,3,2,1
256,0.0,3,1,29.0,0,2,15.2458,0,False,False,3,0,2,2,1
257,0.0,1,1,28.0,0,0,79.2,0,False,False,1,1,2,3,1
258,0.0,1,1,30.0,0,0,86.5,1,False,True,1,1,2,3,1
259,0.0,1,1,35.0,0,0,512.3292,0,False,False,1,1,2,3,1
260,0.0,2,1,50.0,0,1,26.0,0,False,True,2,0,3,2,1
261,1.0,3,0,28.0,0,0,7.75,0,True,False,1,1,2,0,0
262,0.0,3,0,3.0,4,2,31.3875,0,False,True,7,0,0,3,2
263,1.0,1,0,52.0,1,1,79.65,1,False,True,3,0,3,3,0
264,1.0,1,0,40.0,0,0,0.0,1,False,True,1,1,3,0,0
265,1.0,3,1,28.0,0,0,7.75,0,True,False,1,1,2,0,1
266,1.0,2,0,36.0,0,0,10.5,0,False,True,1,1,3,1,0
267,1.0,3,0,16.0,4,1,39.6875,0,False,True,6,0,1,3,0
268,0.0,3,0,25.0,1,0,7.775,0,False,True,2,0,2,0,0
269,0.0,1,1,58.0,0,1,153.4625,1,False,True,2,0,3,3,1
270,0.0,1,1,35.0,0,0,135.6333,1,False,True,1,1,2,3,1
271,1.0,1,0,28.0,0,0,31.0,0,False,True,1,1,2,2,0
272,0.0,3,0,25.0,0,0,0.0,0,False,True,1,1,2,0,0
273,0.0,2,1,41.0,0,1,19.5,0,False,True,2,0,3,2,1
274,1.0,1,0,37.0,0,1,29.7,1,False,False,2,0,3,2,0
275,0.0,3,1,28.0,0,0,7.75,0,True,False,1,1,2,0,1
276,0.0,1,1,63.0,1,0,77.9583,1,False,True,2,0,4,3,1
277,1.0,3,1,45.0,0,0,7.75,0,False,True,1,1,3,0,1
278,1.0,2,0,28.0,0,0,0.0,0,False,True,1,1,2,0,0
279,1.0,3,0,7.0,4,1,29.125,0,True,False,6,0,0,2,2
280,0.0,3,1,35.0,1,1,20.25,0,False,True,3,0,2,2,1
281,1.0,3,0,65.0,0,0,7.75,0,True,False,1,1,4,0,0
282,1.0,3,0,28.0,0,0,7.8542,0,False,True,1,1,2,0,0
283,1.0,3,0,16.0,0,0,9.5,0,False,True,1,1,1,1,0
284,0.0,3,0,19.0,0,0,8.05,0,False,True,1,1,2,1,0
285,1.0,1,0,28.0,0,0,26.0,1,False,True,1,1,2,2,0
286,1.0,3,0,33.0,0,0,8.6625,0,False,False,1,1,2,1,0
287,0.0,3,0,30.0,0,0,9.5,0,False,True,1,1,2,1,0
288,1.0,3,0,22.0,0,0,7.8958,0,False,True,1,1,2,0,0
289,0.0,2,0,42.0,0,0,13.0,0,False,True,1,1,3,1,0
290,0.0,3,1,22.0,0,0,7.75,0,True,False,1,1,2,0,1
291,0.0,1,1,26.0,0,0,78.85,0,False,True,1,1,2,3,1
292,0.0,1,1,19.0,1,0,91.0792,1,False,False,2,0,2,3,1
293,1.0,2,0,36.0,0,0,12.875,1,False,False,1,1,3,1,0
294,1.0,3,1,24.0,0,0,8.85,0,False,True,1,1,2,1,1
295,1.0,3,0,24.0,0,0,7.8958,0,False,True,1,1,2,0,0
296,1.0,1,0,28.0,0,0,27.7208,0,False,False,1,1,2,2,0
